,sentence_0,sentence_1,score,dataset_name,tokens_0,tokens_1,lemmas_0,lemmas_1,sentence_lemmas_0,sentence_lemmas_1
28,"The military said it had killed 12 rebels and captured nine in the campaign so far, for the loss of six soldiers wounded.","The military said it had killed 16 rebels and captured nine in the campaign so far, with one soldier killed and six wounded.",3.0,MSRpar,"['The', 'military', 'said', 'it', 'had', 'killed', '12', 'rebels', 'and', 'captured', 'nine', 'in', 'the', 'campaign', 'so', 'far', 'for', 'the', 'loss', 'of', 'six', 'soldiers', 'wounded']","['The', 'military', 'said', 'it', 'had', 'killed', '16', 'rebels', 'and', 'captured', 'nine', 'in', 'the', 'campaign', 'so', 'far', 'with', 'one', 'soldier', 'killed', 'and', 'six', 'wounded']","['the', 'military', 'say', 'it', 'have', 'kill', '12', 'rebel', 'and', 'captured', 'nine', 'in', 'the', 'campaign', 'so', 'far', 'for', 'the', 'loss', 'of', 'six', 'soldier', 'wound']","['the', 'military', 'say', 'it', 'have', 'kill', '16', 'rebel', 'and', 'captured', 'nine', 'in', 'the', 'campaign', 'so', 'far', 'with', 'one', 'soldier', 'kill', 'and', 'six', 'wound']",the military say it have kill 12 rebel and captured nine in the campaign so far for the loss of six soldier wound,the military say it have kill 16 rebel and captured nine in the campaign so far with one soldier kill and six wound
29,The new sensor -- dubbed CANARY for ''cellular analysis and notification of antigen risks and yields'' -- hijacks this natural process with two important changes.,"The team has named the sensor Canary, for cellular analysis and notification of antigen risks and yields.",3.6,MSRpar,"['The', 'new', 'sensor', 'dubbed', 'CANARY', 'for', 'cellular', 'analysis', 'and', 'notification', 'of', 'antigen', 'risks', 'and', 'yields', 'hijacks', 'this', 'natural', 'process', 'with', 'two', 'important', 'changes']","['The', 'team', 'has', 'named', 'the', 'sensor', 'Canary', 'for', 'cellular', 'analysis', 'and', 'notification', 'of', 'antigen', 'risks', 'and', 'yields']","['the', 'new', 'sensor', 'dub', 'canary', 'for', 'cellular', 'analysis', 'and', 'notification', 'of', 'antigen', 'risk', 'and', 'yield', 'hijack', 'this', 'natural', 'process', 'with', 'two', 'important', 'change']","['the', 'team', 'have', 'name', 'the', 'sensor', 'canary', 'for', 'cellular', 'analysis', 'and', 'notification', 'of', 'antigen', 'risk', 'and', 'yield']",the new sensor dub canary for cellular analysis and notification of antigen risk and yield hijack this natural process with two important change,the team have name the sensor canary for cellular analysis and notification of antigen risk and yield
30,Express Scripts ESRX.O shares fell 3.6 percent to close at $66.89 on the Nasdaq.,Shares of Express Scripts ESRX.O fell about 4 percent to $66.73 on the Nasdaq in late morning trade.,3.0,MSRpar,"['Express', 'Scripts', 'ESRX.O', 'shares', 'fell', '3.6', 'percent', 'to', 'close', 'at', '66.89', 'on', 'the', 'Nasdaq']","['Shares', 'of', 'Express', 'Scripts', 'ESRX.O', 'fell', 'about', '4', 'percent', 'to', '66.73', 'on', 'the', 'Nasdaq', 'in', 'late', 'morning', 'trade']","['express', 'script', 'esrx.o', 'share', 'fell', '3.6', 'percent', 'to', 'close', 'at', '66.89', 'on', 'the', 'nasdaq']","['share', 'of', 'express', 'script', 'esrx.o', 'fell', 'about', '4', 'percent', 'to', '66.73', 'on', 'the', 'nasdaq', 'in', 'late', 'morning', 'trade']",express script esrx.o share fell 3.6 percent to close at 66.89 on the nasdaq,share of express script esrx.o fell about 4 percent to 66.73 on the nasdaq in late morning trade
31,"One, Fort Carson-based Sgt. Ernest Bucklew, 33, had been on his way home to attend his mother's funeral in Pennsylvania.","Sgt. Ernest Bucklew, 33, was coming home from Iraq to bury his mother in Pennsylvania.",3.0,MSRpar,"['One', 'Fort', 'Carson-based', 'Sgt', 'Ernest', 'Bucklew', '33', 'had', 'been', 'on', 'his', 'way', 'home', 'to', 'attend', 'his', 'mother', ""'s"", 'funeral', 'in', 'Pennsylvania']","['Sgt', 'Ernest', 'Bucklew', '33', 'was', 'coming', 'home', 'from', 'Iraq', 'to', 'bury', 'his', 'mother', 'in', 'Pennsylvania']","['one', 'fort', 'carson-based', 'sgt', 'ernest', 'bucklew', '33', 'have', 'be', 'on', 'his', 'way', 'home', 'to', 'attend', 'his', 'mother', ""'s"", 'funeral', 'in', 'pennsylvania']","['sgt', 'ernest', 'bucklew', '33', 'be', 'come', 'home', 'from', 'iraq', 'to', 'bury', 'his', 'mother', 'in', 'pennsylvania']",one fort carson-based sgt ernest bucklew 33 have be on his way home to attend his mother 's funeral in pennsylvania,sgt ernest bucklew 33 be come home from iraq to bury his mother in pennsylvania
32,Police launched an international hunt for Shevaun Pennington after she ran away with 31-year-old Toby Studabaker Saturday.,Shevaun Pennington disappeared on Saturday morning after arranging to meet 31-year-old Toby Studabaker.,3.0,MSRpar,"['Police', 'launched', 'an', 'international', 'hunt', 'for', 'Shevaun', 'Pennington', 'after', 'she', 'ran', 'away', 'with', '31-year-old', 'Toby', 'Studabaker', 'Saturday']","['Shevaun', 'Pennington', 'disappeared', 'on', 'Saturday', 'morning', 'after', 'arranging', 'to', 'meet', '31-year-old', 'Toby', 'Studabaker']","['police', 'launch', 'an', 'international', 'hunt', 'for', 'shevaun', 'pennington', 'after', 'she', 'run', 'away', 'with', '31-year-old', 'toby', 'studabaker', 'saturday']","['shevaun', 'pennington', 'disappear', 'on', 'saturday', 'morning', 'after', 'arrange', 'to', 'meet', '31-year-old', 'toby', 'studabaker']",police launch an international hunt for shevaun pennington after she run away with 31-year-old toby studabaker saturday,shevaun pennington disappear on saturday morning after arrange to meet 31-year-old toby studabaker
33,"Lawyers and others familiar with the federal investigation say it remains focused on Campbell, though prosecutors declined to discuss the probe.","While federal prosecutors refuse to discuss the investigation, lawyers and others familiar with it say it remains focused on Campbell.",4.8,MSRpar,"['Lawyers', 'and', 'others', 'familiar', 'with', 'the', 'federal', 'investigation', 'say', 'it', 'remains', 'focused', 'on', 'Campbell', 'though', 'prosecutors', 'declined', 'to', 'discuss', 'the', 'probe']","['While', 'federal', 'prosecutors', 'refuse', 'to', 'discuss', 'the', 'investigation', 'lawyers', 'and', 'others', 'familiar', 'with', 'it', 'say', 'it', 'remains', 'focused', 'on', 'Campbell']","['lawyer', 'and', 'others', 'familiar', 'with', 'the', 'federal', 'investigation', 'say', 'it', 'remain', 'focus', 'on', 'campbell', 'though', 'prosecutor', 'decline', 'to', 'discuss', 'the', 'probe']","['while', 'federal', 'prosecutor', 'refuse', 'to', 'discuss', 'the', 'investigation', 'lawyer', 'and', 'others', 'familiar', 'with', 'it', 'say', 'it', 'remain', 'focus', 'on', 'campbell']",lawyer and others familiar with the federal investigation say it remain focus on campbell though prosecutor decline to discuss the probe,while federal prosecutor refuse to discuss the investigation lawyer and others familiar with it say it remain focus on campbell
34,"The Dow Jones industrial average .DJI was off 58.69 points, or 0.64 percent, at 9,137.86.","The blue-chip Dow Jones industrial average .DJI fell 86.56 points, or 0.94 percent, to 9,109.99, after giving up more than 1 percent earlier.",2.5,MSRpar,"['The', 'Dow', 'Jones', 'industrial', 'average', '.DJI', 'was', 'off', '58.69', 'points', 'or', '0.64', 'percent', 'at', '9,137.86']","['The', 'blue-chip', 'Dow', 'Jones', 'industrial', 'average', '.DJI', 'fell', '86.56', 'points', 'or', '0.94', 'percent', 'to', '9,109.99', 'after', 'giving', 'up', 'more', 'than', '1', 'percent', 'earlier']","['the', 'dow', 'jones', 'industrial', 'average', '.dji', 'be', 'off', '58.69', 'point', 'or', '0.64', 'percent', 'at', '9,137.86']","['the', 'blue-chip', 'dow', 'jones', 'industrial', 'average', '.dji', 'fell', '86.56', 'point', 'or', '0.94', 'percent', 'to', '9,109.99', 'after', 'give', 'up', 'more', 'than', '1', 'percent', 'earlier']","the dow jones industrial average .dji be off 58.69 point or 0.64 percent at 9,137.86","the blue-chip dow jones industrial average .dji fell 86.56 point or 0.94 percent to 9,109.99 after give up more than 1 percent earlier"
35,Peace Rules defeated Funny Cide in the Louisiana Derby.,But neither he nor Peace Rules could keep Funny Cide from drawing away.,2.25,MSRpar,"['Peace', 'Rules', 'defeated', 'Funny', 'Cide', 'in', 'the', 'Louisiana', 'Derby']","['But', 'neither', 'he', 'nor', 'Peace', 'Rules', 'could', 'keep', 'Funny', 'Cide', 'from', 'drawing', 'away']","['peace', 'rule', 'defeat', 'funny', 'cide', 'in', 'the', 'louisiana', 'derby']","['but', 'neither', 'he', 'nor', 'peace', 'rule', 'could', 'keep', 'funny', 'cide', 'from', 'draw', 'away']",peace rule defeat funny cide in the louisiana derby,but neither he nor peace rule could keep funny cide from draw away
36,Waksal has pleaded guilty to securities fraud and is to be sentenced next week.,"Waksal pleaded guilty to insider trading charges last year, and he is scheduled to be sentenced June 10.",3.5,MSRpar,"['Waksal', 'has', 'pleaded', 'guilty', 'to', 'securities', 'fraud', 'and', 'is', 'to', 'be', 'sentenced', 'next', 'week']","['Waksal', 'pleaded', 'guilty', 'to', 'insider', 'trading', 'charges', 'last', 'year', 'and', 'he', 'is', 'scheduled', 'to', 'be', 'sentenced', 'June', '10']","['waksal', 'have', 'plead', 'guilty', 'to', 'security', 'fraud', 'and', 'be', 'to', 'be', 'sentence', 'next', 'week']","['waksal', 'plead', 'guilty', 'to', 'insider', 'trading', 'charge', 'last', 'year', 'and', 'he', 'be', 'schedule', 'to', 'be', 'sentence', 'june', '10']",waksal have plead guilty to security fraud and be to be sentence next week,waksal plead guilty to insider trading charge last year and he be schedule to be sentence june 10
37,He allowed two runs in seven innings and struck out six.,Zambrano pitched seven innings and allowed two runs on five hits and four walks.,3.5,MSRpar,"['He', 'allowed', 'two', 'runs', 'in', 'seven', 'innings', 'and', 'struck', 'out', 'six']","['Zambrano', 'pitched', 'seven', 'innings', 'and', 'allowed', 'two', 'runs', 'on', 'five', 'hits', 'and', 'four', 'walks']","['he', 'allow', 'two', 'run', 'in', 'seven', 'inning', 'and', 'strike', 'out', 'six']","['zambrano', 'pitch', 'seven', 'inning', 'and', 'allow', 'two', 'run', 'on', 'five', 'hit', 'and', 'four', 'walk']",he allow two run in seven inning and strike out six,zambrano pitch seven inning and allow two run on five hit and four walk
38,"Still, he said, ""I'm absolutely confident we're going to have a bill.""","""I'm absolutely confident we're going to have a bill,"" Frist, R-Tenn., said Thursday.",3.0,MSRpar,"['Still', 'he', 'said', 'I', 'am', 'absolutely', 'confident', 'we', 'are', 'going', 'to', 'have', 'a', 'bill']","['I', 'am', 'absolutely', 'confident', 'we', 'are', 'going', 'to', 'have', 'a', 'bill', 'Frist', 'R-Tenn.', 'said', 'Thursday']","['still', 'he', 'say', 'i', 'be', 'absolutely', 'confident', 'we', 'be', 'go', 'to', 'have', 'a', 'bill']","['i', 'be', 'absolutely', 'confident', 'we', 'be', 'go', 'to', 'have', 'a', 'bill', 'frist', 'r-tenn.', 'say', 'thursday']",still he say i be absolutely confident we be go to have a bill,i be absolutely confident we be go to have a bill frist r-tenn. say thursday
39,Boeing said the final agreement is expected to be signed during the next few weeks.,"The Korean Air deal is expected to be finalized ""in the next several weeks,"" Boeing spokesman Bob Saling said.",3.0,MSRpar,"['Boeing', 'said', 'the', 'final', 'agreement', 'is', 'expected', 'to', 'be', 'signed', 'during', 'the', 'next', 'few', 'weeks']","['The', 'Korean', 'Air', 'deal', 'is', 'expected', 'to', 'be', 'finalized', 'in', 'the', 'next', 'several', 'weeks', 'Boeing', 'spokesman', 'Bob', 'Saling', 'said']","['boeing', 'say', 'the', 'final', 'agreement', 'be', 'expect', 'to', 'be', 'sign', 'during', 'the', 'next', 'few', 'week']","['the', 'korean', 'air', 'deal', 'be', 'expect', 'to', 'be', 'finalize', 'in', 'the', 'next', 'several', 'week', 'boeing', 'spokesman', 'bob', 'saling', 'say']",boeing say the final agreement be expect to be sign during the next few week,the korean air deal be expect to be finalize in the next several week boeing spokesman bob saling say
40,"Shares in EDS closed on Thursday at $18.51, a gain of 6 cents.","Shares of EDS closed Thursday at $18.51, up 6 cents on the New York Stock Exchange.",3.667,MSRpar,"['Shares', 'in', 'EDS', 'closed', 'on', 'Thursday', 'at', '18.51', 'a', 'gain', 'of', '6', 'cents']","['Shares', 'of', 'EDS', 'closed', 'Thursday', 'at', '18.51', 'up', '6', 'cents', 'on', 'the', 'New', 'York', 'Stock', 'Exchange']","['share', 'in', 'ed', 'close', 'on', 'thursday', 'at', '18.51', 'a', 'gain', 'of', '6', 'cent']","['share', 'of', 'ed', 'close', 'thursday', 'at', '18.51', 'up', '6', 'cent', 'on', 'the', 'new', 'york', 'stock', 'exchange']",share in ed close on thursday at 18.51 a gain of 6 cent,share of ed close thursday at 18.51 up 6 cent on the new york stock exchange
41,"Nationally, the federal Centers for Disease Control and Prevention recorded 4,156 cases of West Nile, including 284 deaths.","There were 293 human cases of West Nile in Indiana in 2002, including 11 deaths statewide.",1.667,MSRpar,"['Nationally', 'the', 'federal', 'Centers', 'for', 'Disease', 'Control', 'and', 'Prevention', 'recorded', '4,156', 'cases', 'of', 'West', 'Nile', 'including', '284', 'deaths']","['There', 'were', '293', 'human', 'cases', 'of', 'West', 'Nile', 'in', 'Indiana', 'in', '2002', 'including', '11', 'deaths', 'statewide']","['nationally', 'the', 'federal', 'center', 'for', 'disease', 'control', 'and', 'prevention', 'record', '4,156', 'case', 'of', 'west', 'nile', 'include', '284', 'death']","['there', 'be', '293', 'human', 'case', 'of', 'west', 'nile', 'in', 'indiana', 'in', '2002', 'include', '11', 'death', 'statewide']","nationally the federal center for disease control and prevention record 4,156 case of west nile include 284 death",there be 293 human case of west nile in indiana in 2002 include 11 death statewide
42,A divided Supreme Court ruled Monday that Congress can force the nation's public libraries to equip computers with anti-pornography filters.,"The Supreme Court said Monday the government can require public libraries to equip computers with anti-pornography filters, rejecting librarians' complaints that the law amounts to censorship.",3.6,MSRpar,"['A', 'divided', 'Supreme', 'Court', 'ruled', 'Monday', 'that', 'Congress', 'can', 'force', 'the', 'nation', ""'s"", 'public', 'libraries', 'to', 'equip', 'computers', 'with', 'anti-pornography', 'filters']","['The', 'Supreme', 'Court', 'said', 'Monday', 'the', 'government', 'can', 'require', 'public', 'libraries', 'to', 'equip', 'computers', 'with', 'anti-pornography', 'filters', 'rejecting', 'librarians', 'complaints', 'that', 'the', 'law', 'amounts', 'to', 'censorship']","['a', 'divided', 'supreme', 'court', 'rule', 'monday', 'that', 'congress', 'can', 'force', 'the', 'nation', ""'s"", 'public', 'library', 'to', 'equip', 'computer', 'with', 'anti-pornography', 'filter']","['the', 'supreme', 'court', 'say', 'monday', 'the', 'government', 'can', 'require', 'public', 'library', 'to', 'equip', 'computer', 'with', 'anti-pornography', 'filter', 'reject', 'librarian', 'complaint', 'that', 'the', 'law', 'amount', 'to', 'censorship']",a divided supreme court rule monday that congress can force the nation 's public library to equip computer with anti-pornography filter,the supreme court say monday the government can require public library to equip computer with anti-pornography filter reject librarian complaint that the law amount to censorship
